
1,1,0,0,10200.0,25/06/2024
2,1,1700.0,1700.0,8500.0,25/07/2024
3,1,2000.0,3700.0,6500.0,25/08/2024
4,1,2000.0,5700.0,4500.0,25/09/2024
5,1,2500.0,8200.0,2000.0,25/10/2024
6,1,2000.0,10200.0,0.0,25/11/2024
7,1,0,0,10200.0,26/12/2024
8,1,1700.0,1700.0,8500.0,26/12/2024
9,1,1700.0,3400.0,6800.0,26/12/2024
10,1,0,0,1020.0,26/12/2024
11,1,0,0,10166.666666666666,26/12/2024
12,1,0,0,10200.0,26/12/2024
13,1,1700.0,1700.0,8500.0,26/12/2024
14,1,700.0,2400.0,7800.0,26/12/2024
15,1,1000.0,3400.0,6800.0,26/12/2024
16,1,6800.00,10200.00,-200.0,26/12/2024
17,1,0,0,10200.0,26/12/2024
18,1,1700.0,1700.0,8500.0,27/12/2024
19,1,0,0,10200.0,27/12/2024
20,1,1700.0,1700.0,8500.0,27/12/2024
21,1,1700.0,3400.0,6800.0,27/12/2024
22,1,1700.0,5100.0,5100.0,27/12/2024
23,1,1700.0,6800.0,3400.0,27/12/2024
24,1,1700.0,8500.0,1700.0,27/12/2024
25,1,1700.0,10200.0,0.0,27/12/2024
26,1,0,0,10200.0,27/12/2024
27,1,1700.0,1700.0,8500.0,27/12/2024
28,1,1700.0,3400.0,6800.0,02/01/2025
29,1,1700.0,5100.0,5100.0,02/01/2025
30,1,1700.0,6800.0,8500.0,02/01/2025
