
1,2,debit,1000.0,Salary,Test,26/12/2024
2,2,debit,200.2,Salary,test2,26/12/2024
3,2,credit,100.0,Food,Test3,26/12/2024
4,2,debit,1000.0,Salary,test4,26/12/2024
5,1,debit,1000.0,Salary,Sal,23/10/2024
6,1,debit,1200.0,Salary,Sal,23/12/2024
7,1,debit,1000.0,Salary,Sal,23/11/2024
8,1,debit,1000.0,Salary,Test,23/12/2024
9,1,debit,2000.0,Salary,Comm,23/12/2024
10,1,credit,300.0,Salary,Comm,23/09/2024
11,1,credit,300.0,Salary,Food,23/12/2024
12,1,debit,10000.0,Salary,Toto,23/07/2024
13,1,debit,1000.0,Salary,Salary,23/12/2024
14,1,debit,5000.0,Salary,E,23/12/2024
15,1,debit,1200.0,Salary,T,25/12/2024
16,1,debit,2000.0,Salary,T2,25/12/2024
17,1,debit,1000.0,Salary,Test,25/12/2024
18,1,debit,1000.0,Salary,test,26/12/2024
19,1,debit,1000.0,Salary,test,26/12/2024
20,1,debit,1000.0,Business,Test,26/12/2024
21,1,debit,10000.0,Commission,Sal,29/12/2024
22,1,credit,5000.0,Commission,Sal,29/12/2024
23,1,credit,5000.0,Commission,Sal,29/12/2024
24,1,credit,500.0,Food,Monthly food,30/12/2024
25,1,debit,500.0,Salary,Part-time,30/12/2024
